,0,0
2305,Y1Ba2Cu2.844Fe0.156O7,57
3638,La1Ba1Sr1Cu3O6.94,57
4907,Bi2Sr2Ca0.6Pr0.4Cu2O8.316,57
5511,Y0.7Pr0.3Ba2Cu3O6.96,57
491,Y1Ba2Cu2.9Zn0.1O6.94,56.95
3311,Y0.7Pr0.3Ba2Cu3O7,56.8925
2502,Y1Ba2Cu3O6.729,56.8
5344,Y1Ba2Cu3.956Zn0.044O8,56.8
1526,Ba1.8Sr0.2Yb1Cu3O6.61,56.7
3782,Lu0.6Pr0.4Ba2Cu3O7,56.55
5330,Gd0.8Th0.2Fe1As1O1,56.5
5489,Sm1Ba1.9Pr0.1Cu3O6.99,56.4
2541,Y1Ba2Cu3O6.57,56.1
3000,Y0.8Pr0.2Ba2Cu3O6.8,56.1
5175,Y0.9Pr0.1Ba2Cu3O6.65,56.1
333,Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7,56
1751,Y1Ba2Cu2.91Zn0.09O6.95,56
2918,La0.75Dy0.25Ba1Ca1Cu3O7,56
4171,Y1Ba2Cu2.982Zn0.018O6.78,56
1995,Gd1Ba1.85Pr0.15Cu3O7.09,55.8
489,Er0.7Ca0.3Ba2Cu3O6.83,55.7
2353,Y1Ba2Cu2.74Fe0.26O7,55.6
136,Sm1Fe1As1H0.19O0.81,55.3
2698,Eu1Ba2Cu2.8Co0.2O6.98,55.3
2923,Y1Ba2Cu2.9Co0.1O6.89,55.3
4969,Y0.6Pr0.4Ba2Cu4O8,55.25
205,Er1Ba2Cu2.85Zn0.15O7,55
512,Yb0.65Pr0.35Ba1.7Sr0.3Cu3O6.95,55
1011,La0.75Nd0.25Ba1Ca1Cu3O7,55
1045,Y1Ba2Cu2.9Ni0.1O6.87,55
1268,Y1Ba2Cu2.91Zn0.09O6.93,55
1859,La0.5Dy0.5Ba1Ca1Cu3O7,55
1925,Y1Ba2Cu2.94Zn0.06O6.83,55
2492,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.58,55
2935,Y0.7Pr0.3Ba2Cu3O6.965,55
3362,Er1Ba2Cu3O6.31,55
3709,Y1Ba2Cu2.9Zn0.1O6.81,55
1870,Y0.9Zn0.1Ba2Cu3O7,54.9
1071,Sm1Fe1As1H0.25O0.75,54.85
1858,La0.6Pr0.4Ba2Cu3O7,54.8
4074,Y1Ba2Cu2.8Zn0.2O6.88,54.7
442,Y1Ba2Cu2.9Ni0.1O6.85,54.5
3795,Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu1.94Zn0.06O8,54.4
3743,Y1Ba2Cu3.84Co0.16O8,54.3
3160,La1Ba1.25Sr0.75Cu3O6.996,54.1
456,Lu0.7Ca0.3Ba2Cu3O6.78,54
2139,Lu1Ba1Sr1Cu3O6.94,54
2149,Y1Ba2Cu2.841Co0.159O6.8,54
3520,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,54
5517,La1Ba1.5Sr0.5Cu3O6.902,54
1612,Dy0.7Pr0.3Ba2Cu3O6.9,53.9
2841,Y0.8Ca0.2Sr1.6Ba0.4Cu2.7Ga0.3O7,53.9
211,Eu0.7Pr0.3Ba2Cu3O7,53.8
4213,Gd1Fe1As1O0.7,53.6
652,Gd1Fe1As1O0.85,53.5
3494,Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu1.94Zn0.06O8,53.5
4027,Gd0.93Ca0.07Ba1Sr1Cu3O6.8804,53.5
5094,Gd0.8Pr0.2Ba2Cu3O6.95,53.1
175,Y1Ba2Cu2.745Fe0.255O7.08,53
390,Y1Ba2Cu2.84Fe0.16O6.959,53
1043,Y1Ba2Cu2.8Co0.2O7.04,53
1180,Y0.6Pr0.4Ba1Sr1Cu3O6.89,53
1429,Y1Ba2Cu2.88Zn0.12O6.92,53
1659,Y1Ba2Cu2.8Co0.2O6.83,53
1919,Sm0.65Th0.35Fe1As1O1,53
2808,Nd1Fe1As1F0.175O0.825,53
4055,Y0.7Ca0.3Ba2Cu2.55Co0.45O6.84,53
4751,Nd1Ba2Cu2.95Ga0.05O6.59,53
5129,Hg1Ba2Cu0.97Zn0.03O4.043,53
3244,Y0.85Pr0.15Ba2Cu3O6.65,52.9
282,Nd1Ba2Cu3O6.75,52.8
3518,Tl1Sr2Ca0.8Y0.2Cu2O7,52.75
3601,Y1Ba2Cu2.95Fe0.05O6.73,52.7
5603,Nd1.25Ba1.75Cu3O6.99,52.7
777,Y1Ba2Cu3.9Ni0.1O8,52.6
4978,Y0.8Ca0.2Ba2Cu3O6.4,52.6
5500,Y1La0.3Ba1.7Cu4O8,52.6
1108,Gd0.8Mo0.2Ba2Cu3O6.807,52.5
2267,Ca0.85Ce0.15Ba1La1Cu3O7.07,52.4
460,Y1Ba2Cu2.5Ni0.5O7,52.3
4312,Y0.9Pr0.1Ba2Cu3O6.75,52.2
260,Eu1Ba2Cu2.9Ga0.1O6.74,52
645,La0.8Pr0.2Ba1Ca1Cu3O7,52
944,Tb0.8Th0.2Fe1As1O1,52
1141,Lu0.8Ca0.2Ba2Cu3O6.81,52
2550,Y0.6Pr0.4Ba1.2Sr0.8Cu3O6.89,52
4060,La2.2Ba3.8Cu6O13.86,52
4546,Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,52
5000,Er1Ba2Cu2.88Zn0.12O6.92,52
3905,Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,51.8
4092,La0.5Pr0.5Ba2Cu3O7,51.7
4356,Y0.8Pr0.2Ba2Cu3O6.65,51.7
2402,Y1Ba2Cu2.9Zn0.1O7,51.5
2890,Sm0.9Th0.1Fe1As1O1,51.4
623,Y0.76Ca0.24Ba2Cu2.55Co0.45O6.93,51
1077,Y1Ba2Cu2.85Fe0.15O7,51
2001,Y1Ba2Cu2.72Ni0.28O7,51
2235,Y1Ba2Cu2.88Al0.12O7,51
3668,Y1Sr0.8Ba1.2Cu2.5B0.5O7,51
5297,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,51
1981,Bi1.8Pb0.2Sr2Ca1Cu1.96Co0.04O8,50.7
3919,Y1Ba2Cu2.76Co0.24O6.999,50.7
5537,Y1Ba2Cu2.9Fe0.1O6.8,50.55
4838,Nd1Fe1As1F0.1O0.9,50.525
2120,Y0.5Pr0.5Ba2Cu4O8,50.5
3486,Yb0.6Pr0.4Ba2Cu3O6.91,50.5
2895,Tm0.6Pr0.4Ba2Cu3O6.95,50.3
1703,Y1Ba2Cu2.9Zn0.1O6.85,50.08
3928,Nd0.8Ba0.2Fe1As1F0.4O0.6,50.03
141,Sm1Fe1As1H0.22O0.78,50
242,Nd1.2Ba1.8Cu3O6.954,50
596,Tm1Ba2Cu3O6.49,50
1399,Y0.8Ca0.2Ba2Cu3O6.1,50
1414,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.04,50
1637,Gd1Ba1.5Sr0.5Cu3O6.73,50
1779,Nd1Fe1As1F0.12O0.88,50
2503,Pr1Fe1As1F0.225O0.775,50
2901,Sr0.8Ba1.2Cu1O3.35,50
3388,Y1Ba2Cu2.97Zn0.03O6.7,50
3555,Hg1.4Tl0.6Ba2Y0.8Ca0.2Cu2O7.83,50
3983,Y1Ba2Cu3.8Co0.2O8,50
4023,Dy1Ba2Cu2.8Ga0.2O6.78,50
4489,Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,50
5015,Nd0.8Pr0.2Ba2Cu3O6.81,50
5106,Er1Ba2Cu2.82Zn0.18O6.91,50
428,Y1Ba1.5Sr0.5Cu3O6.75,49.9
5586,Nd1Ba1Sr1Cu3O7.02,49.9
5534,Y1Ba2Cu2.88Zn0.12O7,49.80666667
4104,Y1Ba1Sr1Cu2.8Sn0.2O7.12,49.8
5305,Nd1Fe1As1F0.18O0.82,49.66666667
5027,Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3
2874,Nd1Fe1As1F0.11O0.89,49.05
1707,Sm1Ba2Cu2.92Zn0.08O6.85,49
2044,Ca1La1Ba1Cu2.97Fe0.03O7,49
2954,Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.15,49
4016,Y0.6Pr0.4Ba0.6Sr1.4Cu3O6.89,49
4884,Ca0.875Pr0.125Fe2As2,49
5444,Y1Ba2Cu2.8Fe0.2O6.93,49
5473,Y0.6Pr0.4Ba0.8Sr1.2Cu3O6.89,49
1139,Sm0.89Th0.11Fe1As1O1,48.9
2505,Ba1.6Sr0.4Yb1Cu3O6.69,48.9
3101,Y1Ba1.9La0.1Cu3.972Zn0.028O8,48.7
206,Bi1.8Pb0.2Sr2Ca1Cu1.94Co0.06O8,48.6
1386,Ca0.6Nd0.4Ba1La1Cu3O7.1,48.6
3642,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.1,48.3
4000,Nd0.9Pr0.1Ba2Cu3O6.85,48.3
91,Bi2Sr2Ca0.57Pr0.43Cu2O8,48
1416,Ce1Fe1As1H0.21O0.79,48
1642,Lu0.8Ca0.2Ba2Cu3O6.91,48
2225,Gd1.15Ba1.85Cu3O6.99,48
2903,Ce1Fe1As1H0.22O0.78,48
4466,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,48
5482,Y1Ba2Cu2.95Zn0.05O6.75,48
5507,Tl1Sr1.6Cr0.4Cu1O5,48
5266,Fe0.5Ba1Sr1Er1Cu2.5O7.439,47.8
4795,Nd1.2Ba1.8Cu3O6.91,47.6
5335,Y1Ba2Cu2.85Zn0.15O6.85,47.6
1853,Nd1Fe1As1F0.06O0.94,47.5
2293,Y0.72Ca0.28Ba2Cu3O6,47.5
3509,Y0.7Pr0.3Ba2Cu3O6.88,47.5
2794,Y1Ba2Cu2.94Ni0.06O6.7,47.4
2263,Y1Ba2Cu3.95Zn0.05O8,47.25
3079,Y1Ba2Cu2.7Zn0.3O6.92,47.2
520,Sm1.2Ba1.8Cu3O6.965,47
1175,Y1Sr0.6Ba1.4Cu2.5B0.5O7,47
1507,Y1Ba2Cu3.938Zn0.062O8,47
1645,Y0.6Pr0.4Ba1.8Sr0.2Cu3O6.85,47
1890,Sm0.9U0.1Fe1As1O1,47
2040,Pb2Sr2Y0.85Ca0.15Cu3O8,47
2042,Ca1Ba1La1Cu3O7,47
2803,Ce1Fe1As1F0.11O0.89,47
2840,Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,47
3145,Y0.6Ca0.4Ba1.1La0.9Cu3O7.18,47
5302,Ba1.6Sr0.4Yb1Cu3O6.64,47
5696,Y0.6Pr0.4Ba2Cu3O6.88,47
160,Sm1Fe1As0.95P0.05F0.12O0.88,46.8
3083,Nd1Fe0.98Ru0.02As1F0.11O0.89,46.6
912,Sm1Fe1As1H0.4O0.6,46.4
4272,Pr1Fe1As1F0.154O0.846,46.4
326,Er1Ba2Cu2.88Co0.12O6.78,46
373,Sm0.8U0.2Fe1As1O1,46
1186,Ce1Fe1As1F0.3O0.7,46
1764,Y1Ba2Cu2.7Ni0.3O6.9,46
1862,Nd1Fe1As1F0.16O0.84,46
3348,Nd1Fe1As1F0.3O0.7,46
3466,Y1Ba2Cu2.82Co0.18O7,46
3604,Y0.7Pr0.3Ba2Cu3O6.65,46
4587,Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,46
5265,Eu1Ba1.8Pr0.2Cu3O6.69,46
2121,Nd0.95Pr0.05Ba2Cu3O6.75,45.8
2551,Er0.6Pr0.4Ba2Cu3O7,45.8
5132,Sm1Fe0.99Ni0.01As1F0.12O0.88,45.7
4619,Ce1Fe1As1H0.2O0.8,45.6
4841,Ca0.891La0.109Fe2As2,45.4
3130,Ca0.858Pr0.142Fe2As2,45.3
2472,Y0.8Pr0.2Ba2Cu3O6.85,45.2
1426,Y0.6Pr0.4Ba2Cu3O6.929,45.05
167,Y1Ba2Cu2.8Zn0.2O6.79,45
475,Y1Ba2Cu2.7Zn0.3O6.74,45
621,Sm1Fe1As1H0.43O0.57,45
629,Y1Ba2Cu2.8Ni0.2O6.82,45
1434,Y1Ba2Cu2.87Al0.13O7,45
1622,Tb0.9Th0.1Fe1As1O1,45
1782,Y1Ba2Cu2.91Zn0.09O6.83,45
1993,La1Ba1Ca1Cu2.9Ni0.1O6.85,45
4531,Lu0.7Ca0.3Ba2Cu3O6.88,45
4771,Sm1Fe1As1F0.18O0.82,45
4828,Pr1Fe1As1F0.11O0.89,45
4847,Y0.6Pr0.4Ba1.4Sr0.6Cu3O6.83,45
5257,Y1Ba2Cu2.865Al0.135O7,45
5571,Hg0.8W0.2Ba2Cu1O4.4,45
1660,Sm1Ba2Cu3O6.73,44.95
5647,Ce1Fe1As1H0.3O0.7,44.9
2619,Sm1Ba2Cu3O6.554,44.7
3063,Y0.74Ca0.26Ba2Cu3O6,44.7
2110,Gd1Ba1.8Pr0.2Cu3O7.01,44.5
4485,Y0.65Pr0.35Ba2Cu3O7.01,44.5
648,Sm1Fe1As1F0.15O0.85,44.48888889
1440,Tb1Fe1As1O0.85,44.4
2175,Y0.6Pr0.4Ba2Cu3O6.98,44.1
4988,Y0.9Pr0.1Ba2Cu3O6.6,44.1
854,Y1Ba2Cu2.94Zn0.06O6.77,44
1351,La0.9Pr0.1Ba1.5Sr0.5Cu3O6.904,44
2339,Ce0.62Gd0.38Fe1As1F0.175O0.825,44
2612,Dy1Ba2Cu2.9Zn0.1O6.96,44
2771,Ca0.857La0.143Fe2As2,44
3338,Sr0.9Sm0.1Cu1O2,44
3621,Y1Ba1.8La0.2Cu4O8,44
4761,Y1Ba2Cu2.9Ni0.1O6.77,44
5235,Ca1La1Ba1Cu2.94Fe0.06O7,44
2837,Y1Ba2Cu2.8Fe0.2O6.8,43.9
4030,Tb1Fe1As1O0.82,43.8
126,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5O7,43.6
291,Y0.8Ca0.2Ba2Cu3O6.03,43.5
579,Sr0.9Gd0.1Cu1O2,43.5
934,Y1Ba2Cu2.9Zn0.1O6.99,43.5
3932,Pr1Fe1As1F0.1O0.9,43.5
4397,Ce1Fe1As1F0.12O0.88,43.5
4607,Y1Ba2Cu2.95Fe0.05O6.69,43.5
5394,Nd1.2Ba1.8Cu3O7.1,43.5
3920,Sm1Fe1As1H0.066O0.934,43.3
1225,Ba1.4Sr0.6Yb1Cu3O6.66,43.1
2572,Y1Ba2Cu2.94Ni0.06O6.64,43.1
969,Tl1Sr1.8Cr0.2Cu1O5,43
1240,Eu1Ba2Cu2.85Ga0.15O6.76,43
1475,Gd0.9Ca0.1Ba1Sr1Cu3O6.8754,43
3266,Ru0.8Sr2Y1Cu2.2O7.8,43
3407,Nd0.8Th0.2Fe1As1O1,43
3956,Y0.8Zn0.2Ba2Cu3O7,43
4645,Sr0.92Sm0.08Cu1O2,43
4715,Bi1.8Pb0.2Sr2Ca1Cu1.92Co0.08O8,43
237,Y1Ba2Cu2.961Zn0.039O6.78,42.9
4258,Y1Ba2Cu2.97Zn0.03O6.63,42.5
802,Bi2Sr2Ca0.6Pr0.4Cu2O8,42.2
5289,Sm0.9Pr0.1Ba2Cu3O6.85,42.2
3794,Eu1.2Ba1.8Cu3O7.18,42
3813,Ga0.8Sr2Y0.6Ca0.4Cu2.2O7,42
3913,Sm0.9Ca0.1Ba2Cu2.8Zn0.2O6.85,42
4073,Sr0.9La0.1Cu0.99Zn0.01O2,42
5150,Sm1Fe1As1F0.09O0.91,42
5267,Y1Ba2Cu2.6Al0.4O7,42
1312,Y0.9Ca0.1Ba2Cu3O6.4,41.8
4874,Ca0.923Nd0.077Fe2As2,41.8
1284,Y1Ba2Cu3.92Mn0.08O8,41.6
2030,Y0.8Pr0.2Ba2Cu3O6.75,41.5
3106,Sr0.9Pr0.1Cu1O2,41.5
3397,La1Ba1Sr1Cu3O7.01,41.5
3578,Sr0.9La0.1Cu1O2,41.45
2184,B2Mg0.988Sc0.012,41.4
1302,Bi1.7Pb0.3Sr2Ca0.5Y0.5Cu2O8,41.3
3834,Bi1.7Pb0.3Sr2Ca0.55Y0.45Cu1.94Zn0.06O8,41.3
3856,Nd0.85Pr0.15Ba2Cu3O6.85,41.3
4332,Y1Ba2Cu2.85Ni0.15O6.78,41.3
114,Ca0.835La0.165Fe2As2,41.2
509,Dy0.6Pr0.4Ba2Cu3O6.9,41.2
158,Y1Ba2Cu2.94Zn0.06O6.76,41.1
3906,Ce1Fe1As1H0.065O0.935,41.1
939,Sm1Fe0.95Ru0.05As1F0.15O0.85,41
1449,Yb0.55Pr0.45Ba1.7Sr0.3Cu3O6.88,41
1458,Eu0.7Pr0.3Ba2Cu3O6.66,41
1615,Y1Ba2Cu2.97Zn0.03O6.68,41
2099,Gd1Ba2Cu2.82Fe0.18O6.91,41
2380,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41
2540,Ga0.9Sr2Y0.6Ca0.4Cu2.1O7,41
2691,Bi1.5Ga0.5Sr1.8Ca1.2Cu2O8,41
3219,La1.8K0.2Cu1O4,41
4148,Y1Ba2Cu2.97Li0.03O6.6,41
4627,Y0.7Ca0.3Sr1.5Ba0.5Cu2.8Cr0.2O7,41
5205,Gd1Ba2Cu2.7Fe0.3O6.9,41
5592,Lu0.8Ca0.2Ba2Cu3O6.13,41
2476,Y1Ba1Sr1Cu2.75Sn0.25O7.16,40.9
4759,Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
5186,Ce1Fe1As1F0.16O0.84,40.85
5196,Nd0.85Pr0.15Ba2Cu3O7,40.7
3835,Y0.8Ca0.2Ba2Cu3O6.3,40.6
668,La1Ba2Cu2.95Co0.05O6.94,40.5
4634,Ce1Fe1As1F0.2O0.8,40.4
2007,Ru0.97Ti0.03Sr2Gd1Cu2O8,40.3
1722,La0.5Y0.5Fe1As1F0.15O0.85,40.2
2845,Ce1Fe1As1H0.4O0.6,40.2
3636,Lu0.5Pr0.5Ba2Cu3O6.75,40.1
4126,Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
4246,Y1Ba2Cu2.94Ni0.06O6.6,40.1
322,La2Cu0.965V0.035O4.045,40
528,Y0.6Pr0.4Ba2Cu3O6.97,40
787,Ca0.902Pr0.098Fe2As2,40
838,La1.98Sr0.02Cu1O4.09,40
1057,La1.85Sr0.15Cu1O4.022,40
1082,Tl1Ba2Ca0.5Nd0.5Cu2O6.86,40
1644,La2Cu0.975V0.025O4.032,40
1682,La1.99Sr0.01Cu1O4.13,40
2273,Bi2Sr2Ca0.5Y0.5Cu2O8.33,40
2288,La1.9Sr0.1Cu1O4.018,40
2345,La0.7Pr0.3Ca1Ba1Cu3O7,40
2940,La2Cu0.985V0.015O4.021,40
3354,Ca0.8La0.2Fe2As2,40
3379,La2Cu0.955V0.045O4.056,40
3451,La1.9Sr0.1Cu1O4.023,40
3567,La1Fe1As1F0.6O0.4,40
4683,Gd1Ba2Cu2.73Fe0.27O6.98,40
5006,La1Ba1.5Ca0.5Cu3O6.79,40
5029,La1.85Sr0.15Cu1O4.03,40
5046,La1.96Sr0.04Cu1O4.05,40
5162,Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40
3759,Y1Ba2Cu2.97Zn0.03O6.67,39.8
26,Sm0.8Pr0.2Ba2Cu3O6.95,39.65
4331,Y1Ba2Cu3.94Zn0.06O8,39.6
4982,Gd0.7Pr0.3Ba2Cu3O7,39.6
728,Eu1.3Ba1.7Cu3O7.15,39.5
3651,La1.828Sr0.172Cu1O4,39.35
5523,La0.5Y0.5Fe1As1O0.6,39.3
5273,La1.847Sr0.153Cu1O4,39.25
966,Y1Ba2Cu2.85Zn0.15O6.95,39.2
3041,Gd1Ba1.75Pr0.25Cu3O7.06,39.2
558,Dy1Ba2Cu2.7Ga0.3O6.77,39
1027,La1.85Sr0.15Cu1O4.05,39
1560,Mg0.98Sc0.02B2,39
2118,Y1Ba2Cu2.85Zn0.15O6.97,39
2430,Sr0.85Pr0.15Cu1O2,39
2483,Ba0.63K0.37Fe2As2,39
3490,Ru1Sr1.6Ba0.4Gd1Cu2O8,39
3602,La1.97Sr0.03Cu1O4.06,39
4063,Mg0.7Be0.3B2,39
849,Eu0.7Pr0.3Ba2Cu3O6.95,38.8
2682,Bi1.8Pb0.2Sr2Ca1Cu1.88Co0.12O8,38.8
5098,La0.6Y0.4Fe1As1O0.6,38.8
2453,Nd1Fe0.9Ru0.1As1F0.11O0.89,38.7
5478,Y1Ba2Cu2.97Zn0.03O6.59,38.7
5618,Yb0.5Pr0.5Ba2Cu3O6.67,38.7
220,Mg0.9Cu0.1B2,38.6
1364,Mg0.99Ti0.01B2,38.6
4392,Sr0.75Y0.25Cu1O2,38.6
4992,Sr0.95Y0.05Cu1O2,38.6
5031,Sr0.8Y0.2Cu1O2,38.6
5529,Mg0.8Cu0.2B2,38.6
238,Mg1B1.9906C0.0094,38.5
669,Mg0.95Ti0.05B2,38.5
1190,Sm1Ba2Cu3O6.75,38.4
1796,Mg0.9Zn0.1B2,38.4
3117,Mg0.8Zn0.2B2,38.4
2014,Mg1B1.92C0.08,38.3
4682,Mg0.95Zn0.05B2,38.3
5085,Mg0.9Ti0.1B2,38.3
2651,Mg0.95Li0.05B2,38.25
4913,La1.86Sr0.14Cu0.99Li0.01O4,38.25
5622,Mg0.996Cu0.004B2,38.11
1222,Mg0.989Cu0.011B2,38.05
240,Mg0.97Na0.03B2,38
487,Nd1Ba2Cu2.9Ga0.1O6.61,38
531,Y0.6Pr0.4Ba2Cu3O6.65,38
548,Mg0.8Na0.2B2,38
848,Y1Ba2Cu2.961Zn0.039O6.7,38
1026,Nd1.4Ba1.6Cu3O7.09,38
1778,Mg0.92Li0.08B2,38
2018,Ga1Sr2Y0.6Ca0.4Cu2O7,38
2968,Nd1Fe0.99Mn0.01As1F0.11O0.89,38
3010,Mg0.85Na0.15B2,38
3147,Ru0.98Ir0.02Sr2Gd1Cu2O8,38
3197,Ba0.663K0.337Fe2As2,38
3760,Mg0.93Na0.07B2,38
3922,La0.62Dy0.38Fe1As1F0.175O0.825,38
4198,Sr0.9La0.1Cu0.97Zn0.03O2,38
4221,Ba0.65K0.35Fe2As2,38
4606,La1Fe1As1H0.3O0.7,38
5424,La0.3Y0.7Fe1As1F0.15O0.85,38
4067,Mg0.99Al0.01B2,37.95
4120,Y1Ba1.78La0.22Cu4O8,37.9
4554,Y0.4Pr0.6Ba2Cu4O8,37.875
19,Mg0.982Cu0.018B2,37.8
338,Mg0.93Li0.07B2,37.8
1575,Ru0.925Sn0.075Sr2Gd1Cu2O8,37.8
2708,Mg0.8Ti0.2B2,37.8
3876,Eu0.6Pr0.4Ba2Cu3O7,37.8
5013,Mg0.997Fe0.003B2,37.8
2786,Mg0.95Cu0.05B2,37.75
3998,Ba0.68K0.32Fe2As2,37.75
1488,Mg1B1.958C0.042,37.7
4596,Mg0.95Zr0.05B2,37.7
5361,Sr0.5K0.5Fe2As2,37.7
1835,Mg0.4Ti0.6B2,37.6
3526,Mg0.97Cu0.03B2,37.58
288,Mg1B1.98C0.02,37.53333333
761,Sr0.86Nd0.14Cu1O2,37.5
1053,Mg0.6Ti0.4B2,37.5
2403,Y1Ba2Cu2.94Ni0.06O6.56,37.5
3505,Tl1Sr1.9Cr0.1Cu1O5,37.5
973,Mg0.98Co0.02B2,37.4
3751,Y1Ba2Cu2.95Fe0.05O6.64,37.4
4502,Y1Ba2Cu2.9Fe0.1O6.75,37.4
2323,Mg0.8Zr0.2B2,37.3
3775,Mg0.97Al0.03B2,37.3
5617,Mg0.9Zr0.1B2,37.3
722,Sm1Fe0.99Mn0.01As1F0.12O0.88,37.2
1731,Ba0.5K0.5Fe1.9Ru0.1As2,37.14
4780,Mg0.99Co0.01B2,37.1
1195,Mg1B1.968C0.032,37
1262,Mg0.94Al0.06B2,37
1320,Y0.8Pr0.2Ba2Cu3O6.6,37
2455,La1.85Sr0.15Cu1O3.998,37
2516,Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O7.88,37
4220,La1.75Sr0.25Cu1O4.07,37
4335,Y1Ba2Cu2.94Zn0.06O6.75,37
4537,Ba0.677K0.323Fe2As2,37
4790,Mg1B1.938C0.062,37
5084,La1.67Sr0.33Cu1O4,37
3452,Mg0.9Li0.1B2,36.91666667
84,Ba0.7Rb0.3Fe2As2,36.9
1548,Sr0.875La0.125Cu1O2,36.9
1889,Ba0.59K0.41Fe2As2,36.9
2275,Ru0.975Sn0.025Sr2Gd1Cu2O8,36.9
5200,La1.836Sr0.164Cu1O4,36.9
3861,Ba0.7K0.3Fe2As2,36.85
1117,Ba1.2Sr0.8Yb1Cu3O6.61,36.7
4234,Mg0.99Cr0.01B2,36.7
4733,Mg0.98Al0.02B2,36.7
624,Sr0.85Y0.15Cu1O2,36.6
1559,Sr0.9Y0.1Cu1O2,36.6
3681,Mg0.85Li0.15B2,36.6
4612,Cs0.4Sr0.6Fe2As2,36.6
557,Ba0.5K0.5Fe1.8Ru0.2As2,36.5
1073,K0.4Sr0.6Fe2As2,36.5
2799,La1.75Sr0.25Cu0.94Ni0.06O4,36.5
5553,La1.85Sr0.15Cu0.98Li0.02O4,36.5
2341,Mg0.95Al0.05B2,36.46666667
2524,La1.75Sr0.25Cu0.94Co0.06O4,36.4
4136,Sm1Fe1As1F0.06O0.94,36.4
2648,Sm1Fe1As0.9P0.1F0.12O0.88,36.35
3153,Ce1Fe1As1F0.1O0.9,36.33333333
671,Ru0.99Ti0.01Sr2Gd1Cu2O8,36.3
4151,Sm0.9Pr0.1Ba2Cu3O6.75,36.3
790,Mg1B1.96C0.04,36.25
6,La1Fe1As1H0.46O0.54,36.2
411,Mg0.97Co0.03B2,36.2
1101,La0.7Y0.3Fe1As1F0.15O0.85,36.2
2740,Ca0.78Ce0.22Fe2As2,36.2
52,Er1Ba2Cu2.76Zn0.24O6.89,36
359,Sr0.42K0.58Fe2As2,36
709,Y0.5Pr0.5Ba1Sr1Cu3O6.9,36
869,La1.822Sr0.178Cu1O4,36
1353,Mg1B1.8Be0.2,36
1476,La1.85Sr0.15Cu1O4.01,36
2519,Y1Ba2Cu2.7Co0.3O7.11,36
2828,Tm0.5Pr0.5Ba2Cu3O6.64,36
2832,La1Fe1As1H0.36O0.64,36
3746,Mg1B1.95C0.05,36
3749,Sm1Fe1As0.77P0.23H0.2O0.8,36
4321,Y1Ba2Cu2.7Fe0.3O7.15,36
867,Mg0.99Pb0.01B2,35.9
1004,Nd0.9Pr0.1Ba2Cu3O6.75,35.9
1014,La1.8Nd0.2Cu1O4.086,35.9
2405,Nd1.35Ba1.65Cu3O7.02,35.9
4299,Ba0.65Rb0.35Fe2As2,35.8
4881,Mg0.93Al0.07B2,35.8
5299,Y0.85Pr0.15Ba2Cu3O6.5,35.8
5585,Bi1.8Pb0.2Sr2Ca1Cu1.84Co0.16O8,35.8
2662,Mg1B1.924C0.076,35.78
3043,Ba0.6K0.4Fe2As2,35.66
36,La1.8Nd0.2Cu0.99Zn0.01O4.086,35.6
2246,Mg0.994Fe0.006B2,35.6
3227,La0.7Y0.3Fe1As1O0.6,35.6
3424,Mg0.94Li0.06B1.96C0.04,35.6
774,Mg0.98Pb0.02B2,35.5
2219,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,35.5
2868,Mg1B1.904C0.096,35.5
4494,La1.868Sr0.132Cu1O4,35.5
0,Mg0.89Li0.11B2,35.3
139,Hg1.4Tl0.6Ba2Y0.2Ca0.8Cu2O7.66,35.3
1783,Mg0.98Cr0.02B2,35.3
5387,La1.8Nd0.2Cu1O4.07,35.3
883,Ba0.5K0.5Fe2As2,35.28
1037,Mg0.86Al0.14B2,35.1
4065,Mg0.97Cr0.03B2,35.1
48,Nd1Ba1Ca1Cu3O7,35
125,Y1Sr1.2Ba0.8Cu2.5B0.5O7,35
287,Mg0.94Pb0.06B2,35
